1609E: rating=2400, count=50
1534F1: rating=2500, count=30
1528E: rating=2900, count=30
1340C: rating=2400, count=30
1305F: rating=2500, count=30
512D: rating=2900, count=30
566C: rating=3000, count=30
917D: rating=2600, count=30
1630F: rating=3400, count=30
1479D: rating=2900, count=30
622F: rating=2600, count=30
1608D: rating=2400, count=30
1842F: rating=2500, count=29
1779G: rating=3000, count=29
1687D: rating=2900, count=29
1392H: rating=3000, count=29
1329C: rating=2400, count=29
1696G: rating=3300, count=29
1239E: rating=3100, count=29
1580D: rating=2900, count=29
1530F: rating=2600, count=29
1444C: rating=2500, count=29
578E: rating=2700, count=29
516E: rating=3100, count=29
662C: rating=2600, count=29
1827D: rating=2800, count=28
1774F1: rating=2400, count=28
1750F: rating=2700, count=28
1667E: rating=3000, count=28
1534G: rating=3300, count=28
1523G: rating=3200, count=28
1517E: rating=2500, count=28
1491G: rating=2800, count=28
1466G: rating=2600, count=28
995F: rating=2700, count=28
1427E: rating=2500, count=28
1361C: rating=2500, count=28
1097G: rating=3000, count=28
1601E: rating=2900, count=28
1578L: rating=2400, count=28
1656G: rating=3200, count=28
1404E: rating=2800, count=28
1349D: rating=3200, count=28
504E: rating=3000, count=28
1336E2: rating=3500, count=28
526G: rating=3300, count=28
643G: rating=3200, count=28
235C: rating=2700, count=28
280D: rating=2800, count=28
1827B2: rating=2400, count=27
1804F: rating=2700, count=27
1787F: rating=2500, count=27
1770F: rating=3100, count=27
1774F2: rating=2700, count=27
1656H: rating=3200, count=27
1628E: rating=3100, count=27
1566G: rating=3100, count=27
1517F: rating=3200, count=27
1383E: rating=2800, count=27
1368F: rating=2600, count=27
1326F1: rating=2600, count=27
1209F: rating=2600, count=27
1208G: rating=2800, count=27
1208F: rating=2600, count=27
1198F: rating=2900, count=27
1097F: rating=2500, count=27
755G: rating=3200, count=27
710F: rating=2400, count=27
643F: rating=2900, count=27
1558E: rating=3000, count=27
1515H: rating=3500, count=27
765F: rating=3100, count=27
891E: rating=3000, count=27
1599A: rating=2600, count=27
1842G: rating=2800, count=26
1835C: rating=2600, count=26
1817C: rating=2400, count=26
1804E: rating=2400, count=26
1552G: rating=3000, count=26
1540C1: rating=2700, count=26
1523F: rating=3300, count=26
1508D: rating=3000, count=26
1495E: rating=3200, count=26
1470C: rating=2500, count=26
1344C: rating=2600, count=26
1326F2: rating=3200, count=26
1290C: rating=2400, count=26
1119F: rating=3400, count=26
1239D: rating=2400, count=26
566E: rating=3200, count=26
1491H: rating=3400, count=26
1365G: rating=2800, count=26
1327F: rating=2500, count=26
1100F: rating=2500, count=26
1446D1: rating=2600, count=26
679E: rating=3100, count=26
568E: rating=3000, count=26
708E: rating=3100, count=26
1305G: rating=3500, count=26
1444D: rating=2900, count=26
1428G2: rating=3000, count=26
1381C: rating=2500, count=26
1827C: rating=2600, count=25
1693E: rating=3400, count=25
1610H: rating=3100, count=25
1603E: rating=3200, count=25
1392F: rating=2400, count=25
1392G: rating=2900, count=25
1338D: rating=2700, count=25
704B: rating=2500, count=25
896E: rating=3100, count=25
1137F: rating=3400, count=25
1799G: rating=2600, count=25
1707E: rating=3500, count=25
1442E: rating=3000, count=25
1391E: rating=2600, count=25
932F: rating=2700, count=25
671D: rating=2900, count=25
582E: rating=3000, count=25
1336E1: rating=2700, count=25
1428G1: rating=2900, count=25
1406E: rating=2600, count=25
1439C: rating=2600, count=25
1835D: rating=2900, count=24
1815D: rating=2600, count=24
1761E: rating=2400, count=24
1641E: rating=3300, count=24
1637H: rating=3500, count=24
1616G: rating=3500, count=24
1508E: rating=3100, count=24
1408H: rating=3300, count=24
1375H: rating=3300, count=24
1264D2: rating=2900, count=24
1209E2: rating=2500, count=24
626G: rating=3100, count=24
1578M: rating=2700, count=24
1364E: rating=2700, count=24
1446D2: rating=3000, count=24
1205C: rating=2400, count=24
578F: rating=3200, count=24
1019C: rating=3000, count=24
538H: rating=3200, count=24
960G: rating=2900, count=24
321E: rating=2600, count=24
1039D: rating=2800, count=24
1119H: rating=3200, count=24
1842H: rating=3000, count=23
1835B: rating=2500, count=23
1801F: rating=2700, count=23
1738G: rating=2900, count=23
1672G: rating=3200, count=23
1548E: rating=3400, count=23
1407E: rating=2500, count=23
1383D: rating=2800, count=23
575I: rating=2800, count=23
1782F: rating=2700, count=23
1320D: rating=2500, count=23
1764E: rating=2400, count=23
1606F: rating=2800, count=23
1582F2: rating=2400, count=23
1439B: rating=2600, count=23
1394C: rating=2600, count=23
671E: rating=3300, count=23
739E: rating=3000, count=23
1599J: rating=2600, count=23
1025G: rating=3200, count=23
889E: rating=3000, count=23
1830D: rating=2800, count=22
1750E: rating=2400, count=22
1685C: rating=2600, count=22
1616F: rating=2900, count=22
1361E: rating=3000, count=22
1270F: rating=2600, count=22
1264E: rating=2700, count=22
1110F: rating=2600, count=22
639E: rating=2800, count=22
204E: rating=2800, count=22
163E: rating=2800, count=22
1578B: rating=2800, count=22
1713F: rating=2900, count=22
1523H: rating=3500, count=22
1740F: rating=2600, count=22
1536F: rating=2600, count=22
1626F: rating=2800, count=22
1586G: rating=3000, count=22
1558F: rating=3300, count=22
1554E: rating=2600, count=22
1340F: rating=3300, count=22
932G: rating=2900, count=22
1342F: rating=3000, count=22
1434D: rating=2800, count=22
639F: rating=3300, count=22
590E: rating=3200, count=22
843D: rating=3400, count=22
1427G: rating=3300, count=22
1270H: rating=3300, count=22
1685D1: rating=2800, count=21
1610G: rating=3300, count=21
1540C2: rating=2900, count=21
1534F2: rating=3000, count=21
1477D: rating=2800, count=21
1416F: rating=3300, count=21
1396E: rating=3200, count=21
1340D: rating=2600, count=21
1307E: rating=2500, count=21
1037H: rating=3200, count=21
757F: rating=2800, count=21
627E: rating=3000, count=21
1666E: rating=2500, count=21
1648E: rating=3200, count=21
1270I: rating=3500, count=21
1603F: rating=2700, count=21
809E: rating=3100, count=21
1785E: rating=3100, count=21
1764F: rating=2500, count=21
1699E: rating=2600, count=21
1654G: rating=2900, count=21
1307G: rating=3100, count=21
1605F: rating=2900, count=21
1545C: rating=2800, count=21
1519F: rating=3200, count=21
1514E: rating=2700, count=21
724E: rating=2900, count=21
1438F: rating=3000, count=21
1348E: rating=2400, count=21
1322D: rating=2800, count=21
1237E: rating=2400, count=21
1163F: rating=3000, count=21
587D: rating=3100, count=21
708D: rating=2900, count=21
568C: rating=2600, count=21
553E: rating=3200, count=21
1824D: rating=3000, count=21
1349F1: rating=3100, count=21
536D: rating=2900, count=21
1599G: rating=2700, count=21
528D: rating=2500, count=21
618F: rating=3000, count=21
868F: rating=2500, count=21
878D: rating=2900, count=21
938G: rating=2900, count=21
1844E: rating=2400, count=20
1830C: rating=2400, count=20
1810F: rating=2800, count=20
1801E: rating=3000, count=20
1746E2: rating=3200, count=20
1718D: rating=3300, count=20
1704H1: rating=3200, count=20
1574F: rating=2700, count=20
1540D: rating=3200, count=20
1495F: rating=3300, count=20
1458E: rating=3100, count=20
1344D: rating=2700, count=20
1336D: rating=3200, count=20
1264C: rating=2400, count=20
1091F: rating=2600, count=20
19E: rating=2900, count=20
1148H: rating=3500, count=20
1299D: rating=3000, count=20
1764G1: rating=2900, count=20
1580F: rating=3300, count=20
1556H: rating=3300, count=20
1542E2: rating=2700, count=20
1527E: rating=2500, count=20
1499F: rating=2400, count=20
1188D: rating=3100, count=20
1438E: rating=2500, count=20
1437F: rating=2600, count=20
1254D: rating=2700, count=20
1237F: rating=2600, count=20
1188C: rating=2500, count=20
1129D: rating=2900, count=20
571D: rating=3100, count=20
538G: rating=3100, count=20
1242C: rating=2400, count=20
1142C: rating=2400, count=20
1063F: rating=3300, count=20
1178F2: rating=2600, count=20
1060F: rating=2900, count=20
527E: rating=2600, count=20
802O: rating=2900, count=20
896C: rating=2600, count=20
771E: rating=3000, count=20
1854C: rating=2500, count=19
1817D: rating=2700, count=19
1726F: rating=2900, count=19
1693F: rating=3400, count=19
1632E2: rating=2700, count=19
1557E: rating=2800, count=19
1553I: rating=3400, count=19
1450E: rating=2700, count=19
1394D: rating=2800, count=19
1290D: rating=3000, count=19
1148F: rating=2700, count=19
1043F: rating=2500, count=19
986E: rating=2800, count=19
685C: rating=2900, count=19
611H: rating=3200, count=19
1456D: rating=2900, count=19
1290E: rating=3300, count=19
906D: rating=2700, count=19
375D: rating=2400, count=19
1608E: rating=2800, count=19
1286D: rating=3100, count=19
1799F: rating=2700, count=19
1764G2: rating=3000, count=19
1764G3: rating=3300, count=19
1710D: rating=3400, count=19
1634F: rating=2700, count=19
1592F1: rating=2600, count=19
1556G: rating=3300, count=19
1530G: rating=3300, count=19
1545D: rating=3000, count=19
1542E1: rating=2400, count=19
1517G: rating=3300, count=19
1483E: rating=3200, count=19
1483F: rating=3400, count=19
1430G: rating=2600, count=19
1286C2: rating=2800, count=19
1312G: rating=2600, count=19
1221G: rating=2900, count=19
1158F: rating=3500, count=19
1149C: rating=2700, count=19
319E: rating=3000, count=19
704D: rating=3100, count=19
1824C: rating=2500, count=19
1034E: rating=3200, count=19
1276F: rating=3400, count=19
613D: rating=2800, count=19
1599F: rating=2700, count=19
1227G: rating=2600, count=19
786E: rating=3200, count=19
1687E: rating=3500, count=19
1844F1: rating=2600, count=18
1574E: rating=2500, count=18
1572D: rating=2800, count=18
1548D2: rating=3300, count=18
1552H: rating=3300, count=18
1500E: rating=3300, count=18
1470E: rating=3200, count=18
1450H1: rating=2900, count=18
1450F: rating=2400, count=18
1416E: rating=3200, count=18
1418G: rating=2500, count=18
1396D: rating=3300, count=18
1292E: rating=3500, count=18
1284E: rating=2500, count=18
1261F: rating=3100, count=18
1246D: rating=2500, count=18
1198E: rating=2500, count=18
1110G: rating=3100, count=18
1091E: rating=2400, count=18
1588F: rating=3500, count=18
1511G: rating=2700, count=18
1028G: rating=3000, count=18
715C: rating=2700, count=18
1083E: rating=2400, count=18
1635F: rating=2800, count=18
1614E: rating=2600, count=18
1613F: rating=2600, count=18
1586I: rating=3500, count=18
1559D2: rating=2500, count=18
1528F: rating=3300, count=18
1525F: rating=2800, count=18
1519E: rating=2700, count=18
1152F2: rating=3000, count=18
1437G: rating=2600, count=18
1354G: rating=2600, count=18
1286C1: rating=2400, count=18
1373G: rating=2600, count=18
1348F: rating=2600, count=18
1137D: rating=2400, count=18
1333E: rating=2400, count=18
1301E: rating=2500, count=18
1303G: rating=2700, count=18
1295F: rating=2700, count=18
1187D: rating=2400, count=18
1153F: rating=2600, count=18
1098D: rating=2800, count=18
1096E: rating=2500, count=18
582D: rating=3300, count=18
1500D: rating=2900, count=18
623E: rating=3300, count=18
1439D: rating=3100, count=18
1280D: rating=2500, count=18
436E: rating=2600, count=18
1854E: rating=3000, count=17
1844G: rating=3000, count=17
1827E: rating=3400, count=17
1684H: rating=3400, count=17
1534H: rating=3500, count=17
1464E: rating=2700, count=17
1368G: rating=3200, count=17
1292D: rating=2700, count=17
1284F: rating=3200, count=17
1097E: rating=3400, count=17
611G: rating=2900, count=17
338D: rating=2900, count=17
838D: rating=2700, count=17
666D: rating=3000, count=17
1209G2: rating=3200, count=17
997D: rating=2900, count=17
1535F: rating=3000, count=17
1458F: rating=3500, count=17
1605E: rating=2400, count=17
1582G: rating=2600, count=17
1485F: rating=2400, count=17
1463F: rating=3100, count=17
1400G: rating=2600, count=17
1304F2: rating=2400, count=17
1202E: rating=2400, count=17
449D: rating=2400, count=17
1000F: rating=2400, count=17
1334F: rating=2500, count=17
1137C: rating=2500, count=17
914F: rating=3000, count=17
1456E: rating=3500, count=17
1612G: rating=2500, count=17
653G: rating=3100, count=17
1267G: rating=3000, count=17
848C: rating=2600, count=17
311B: rating=2400, count=17
1863G: rating=2800, count=16
1844F2: rating=2800, count=16
1817E: rating=3400, count=16
1819C: rating=2400, count=16
1815E: rating=3100, count=16
1787G: rating=3000, count=16
1696H: rating=3500, count=16
1598G: rating=3200, count=16
1598F: rating=2400, count=16
1466H: rating=3300, count=16
1468I: rating=2500, count=16
1423J: rating=2400, count=16
1408I: rating=3200, count=16
1264D1: rating=2600, count=16
1810G: rating=3200, count=16
1239B: rating=2500, count=16
997C: rating=2500, count=16
1172D: rating=2900, count=16
1526F: rating=3000, count=16
1322E: rating=3300, count=16
1644F: rating=2900, count=16
1638F: rating=3200, count=16
1634E: rating=2400, count=16
1586H: rating=3300, count=16
1550F: rating=2700, count=16
1527D: rating=2400, count=16
1515I: rating=3400, count=16
1498F: rating=2500, count=16
1481F: rating=3100, count=16
1476G: rating=3100, count=16
1430F: rating=2600, count=16
1401F: rating=2400, count=16
103E: rating=2900, count=16
1373F: rating=2400, count=16
1369F: rating=2700, count=16
1370F2: rating=2700, count=16
1220F: rating=2700, count=16
1325E: rating=2600, count=16
1325F: rating=2500, count=16
1313D: rating=2500, count=16
1316F: rating=2800, count=16
1237H: rating=3300, count=16
990G: rating=2400, count=16
1096G: rating=2400, count=16
1174F: rating=2400, count=16
1051F: rating=2400, count=16
1109D: rating=2400, count=16
1129C: rating=2400, count=16
1082G: rating=2400, count=16
1358E: rating=2400, count=16
1214G: rating=3200, count=16
446C: rating=2400, count=16
1178G: rating=3000, count=16
940F: rating=2600, count=16
923E: rating=3100, count=16
865D: rating=2400, count=16
1526E: rating=2400, count=16
1205D: rating=2700, count=16
1017G: rating=3200, count=16
1819D: rating=2800, count=15
1795G: rating=2700, count=15
1705F: rating=2900, count=15
1697F: rating=2800, count=15
1594F: rating=2400, count=15
1572E: rating=3000, count=15
995E: rating=2700, count=15
1420E: rating=2500, count=15
1368H1: rating=3300, count=15
1266F: rating=2900, count=15
757G: rating=3400, count=15
293E: rating=2700, count=15
1083F: rating=3300, count=15
1578A: rating=2800, count=15
1819E: rating=3200, count=15
1083C: rating=2900, count=15
1709F: rating=2500, count=15
1626E: rating=2400, count=15
1588E: rating=3200, count=15
1592F2: rating=2800, count=15
1567F: rating=2700, count=15
1562E: rating=2500, count=15
1550E: rating=2500, count=15
1539E: rating=2500, count=15
1521E: rating=2700, count=15
1516E: rating=2500, count=15
1492E: rating=2500, count=15
1485E: rating=2500, count=15
1355F: rating=2600, count=15
1400F: rating=2800, count=15
1372F: rating=2700, count=15
1372E: rating=2900, count=15
1370F1: rating=2400, count=15
1179D: rating=2700, count=15
1332G: rating=3100, count=15
1257F: rating=2400, count=15
1251F: rating=2500, count=15
1118F2: rating=2700, count=15
1114F: rating=2400, count=15
1107E: rating=2400, count=15
1103C: rating=2700, count=15
1098C: rating=2400, count=15
848E: rating=3400, count=15
1229C: rating=2400, count=15
1085G: rating=2900, count=15
698F: rating=3000, count=15
794G: rating=3400, count=15
418E: rating=3100, count=15
704E: rating=3300, count=15
1427F: rating=3200, count=15
1067E: rating=2800, count=15
1205E: rating=3100, count=15
1214H: rating=2800, count=15
1599I: rating=2700, count=15
802N: rating=2400, count=15
713D: rating=2700, count=15
453E: rating=3100, count=15
246E: rating=2400, count=15
1870F: rating=2900, count=14
1863F: rating=2600, count=14
1774G: rating=3200, count=14
1704G: rating=3500, count=14
1632E1: rating=2400, count=14
1500F: rating=3500, count=14
1468G: rating=2500, count=14
995D: rating=2500, count=14
1418F: rating=3000, count=14
1418E: rating=2400, count=14
1344F: rating=3200, count=14
1329D: rating=3100, count=14
1290F: rating=3500, count=14
17E: rating=2900, count=14
750G: rating=3200, count=14
717A: rating=2900, count=14
512E: rating=2900, count=14
156D: rating=2500, count=14
1601F: rating=3400, count=14
1098F: rating=3500, count=14
1229F: rating=3500, count=14
1336F: rating=3500, count=14
1246E: rating=3100, count=14
724G: rating=2600, count=14
1868C: rating=2400, count=14
1172F: rating=3300, count=14
1286E: rating=3200, count=14
19D: rating=2800, count=14
830D: rating=2800, count=14
1799H: rating=3200, count=14
1789F: rating=2700, count=14
1698F: rating=2800, count=14
1178H: rating=3500, count=14
1673F: rating=2400, count=14
1661F: rating=2600, count=14
1627F: rating=2700, count=14
1620F: rating=2800, count=14
1103E: rating=3400, count=14
1606D: rating=2400, count=14
1530H: rating=3400, count=14
1140F: rating=2600, count=14
1499E: rating=2400, count=14
1486F: rating=2600, count=14
1487F: rating=2900, count=14
1487G: rating=2700, count=14
1451F: rating=2700, count=14
1436E: rating=2400, count=14
1436F: rating=2800, count=14
1422F: rating=2700, count=14
1389F: rating=2600, count=14
1363F: rating=2600, count=14
1088F: rating=2800, count=14
1303F: rating=2800, count=14
1187F: rating=2500, count=14
632E: rating=2400, count=14
1253F: rating=2500, count=14
1257G: rating=2600, count=14
24D: rating=2400, count=14
277E: rating=2400, count=14
1129E: rating=3100, count=14
1144G: rating=2400, count=14
1753E: rating=3300, count=14
1354F: rating=2500, count=14
571E: rating=3200, count=14
1158D: rating=2600, count=14
702F: rating=2800, count=14
914G: rating=2600, count=14
1421E: rating=2700, count=14
1172C2: rating=2600, count=14
961G: rating=2700, count=14
848D: rating=2900, count=14
713E: rating=3300, count=14
813F: rating=2500, count=14
1612F: rating=2800, count=14
1215F: rating=2700, count=14
1119G: rating=3100, count=14
1444E: rating=3500, count=14
348D: rating=2500, count=14
1835E: rating=3500, count=13
1701F: rating=2500, count=13
1625E2: rating=2800, count=13
1625E1: rating=2500, count=13
1555F: rating=2700, count=13
1450G: rating=3500, count=13
1423H: rating=2500, count=13
1383C: rating=3100, count=13
1344E: rating=3100, count=13
1310E: rating=2900, count=13
1261D2: rating=2400, count=13
1148G: rating=3300, count=13
1081G: rating=3200, count=13
1043G: rating=3500, count=13
1033G: rating=3500, count=13
1007E: rating=3400, count=13
1461F: rating=2700, count=13
351D: rating=2700, count=13
875F: rating=2500, count=13
815C: rating=2400, count=13
1608F: rating=3200, count=13
1718E: rating=3500, count=13
1773G: rating=2800, count=13
1028H: rating=2900, count=13
1229D: rating=2700, count=13
1749F: rating=2800, count=13
1728F: rating=3100, count=13
1717F: rating=2500, count=13
1721F: rating=2800, count=13
1716F: rating=2500, count=13
1665E: rating=2500, count=13
1307F: rating=3300, count=13
1651F: rating=3000, count=13
1380G: rating=2600, count=13
1566H: rating=3200, count=13
1562F: rating=2900, count=13
1543E: rating=2700, count=13
1493E: rating=2600, count=13
1481E: rating=2500, count=13
1152F1: rating=2800, count=13
1334G: rating=2900, count=13
1401E: rating=2400, count=13
1393E2: rating=3200, count=13
1313E: rating=2700, count=13
797F: rating=2600, count=13
1175G: rating=3000, count=13
1194F: rating=2400, count=13
1244G: rating=2400, count=13
1312F: rating=2500, count=13
1207G: rating=2700, count=13
1195F: rating=2500, count=13
1174E: rating=2500, count=13
1106F: rating=2400, count=13
1120D: rating=2500, count=13
773E: rating=3000, count=13
1139E: rating=2400, count=13
700D: rating=3100, count=13
1149D: rating=3000, count=13
718E: rating=3300, count=13
1379F2: rating=2800, count=13
79D: rating=2800, count=13
627F: rating=3400, count=13
698D: rating=2600, count=13
1028E: rating=2400, count=13
1063E: rating=3000, count=13
947D: rating=2500, count=13
804D: rating=2500, count=13
364D: rating=2900, count=13
1689E: rating=2500, count=13
804E: rating=3100, count=13
1076G: rating=3000, count=13
741D: rating=2900, count=13
407E: rating=3100, count=13
468E: rating=3100, count=13
1775F: rating=2500, count=13
1854D: rating=3000, count=12
1852C: rating=2400, count=12
1707F: rating=3500, count=12
1671F: rating=2700, count=12
1658F: rating=2700, count=12
1615G: rating=3300, count=12
1539F: rating=2600, count=12
1468B: rating=2900, count=12
1423F: rating=2700, count=12
1383F: rating=3200, count=12
1361D: rating=2900, count=12
1091G: rating=3200, count=12
744E: rating=3200, count=12
685E: rating=2800, count=12
455D: rating=2700, count=12
388D: rating=2700, count=12
51F: rating=2800, count=12
1511F: rating=2700, count=12
1464D: rating=3000, count=12
908G: rating=2800, count=12
908H: rating=3100, count=12
1062F: rating=2900, count=12
993D: rating=2500, count=12
1578K: rating=2800, count=12
1578J: rating=3100, count=12
1172E: rating=3300, count=12
1806F2: rating=2900, count=12
1773I: rating=2500, count=12
1792F2: rating=2900, count=12
1682F: rating=2700, count=12
1740G: rating=3100, count=12
1750G: rating=3300, count=12
1739F: rating=2600, count=12
1698G: rating=2900, count=12
1163E: rating=2400, count=12
1651E: rating=2600, count=12
1380F: rating=2600, count=12
1591F: rating=2400, count=12
1572F: rating=3400, count=12
1569E: rating=2600, count=12
1140G: rating=2700, count=12
1493F: rating=2600, count=12
1474E: rating=2500, count=12
1473F: rating=2700, count=12
1473G: rating=2800, count=12
1473E: rating=2400, count=12
1453F: rating=2700, count=12
1455E: rating=2400, count=12
1381D: rating=3000, count=12
1036G: rating=2700, count=12
1452E: rating=2500, count=12
13E: rating=2700, count=12
1419F: rating=2800, count=12
1393E1: rating=2800, count=12
1369E: rating=2400, count=12
1276D: rating=2900, count=12
1301F: rating=2600, count=12
653F: rating=2600, count=12
1279F: rating=2800, count=12
1188A2: rating=2500, count=12
1263F: rating=2400, count=12
1217F: rating=2600, count=12
1036E: rating=2400, count=12
1107G: rating=2400, count=12
1101F: rating=2400, count=12
913E: rating=2400, count=12
10D: rating=2800, count=12
772D: rating=2700, count=12
1413F: rating=2800, count=12
1425I: rating=2800, count=12
613E: rating=3200, count=12
1320E: rating=3000, count=12
1142E: rating=3200, count=12
1137E: rating=2700, count=12
55D: rating=2500, count=12
1086F: rating=3500, count=12
963E: rating=3100, count=12
464E: rating=3000, count=12
484E: rating=2500, count=12
1463E: rating=2400, count=12
1039E: rating=3400, count=12
1028F: rating=2900, count=12
809C: rating=2600, count=12
916E: rating=2400, count=12
1214F: rating=2700, count=12
1292F: rating=3500, count=12
1700F: rating=2600, count=12
778C: rating=2500, count=12
983D: rating=3300, count=12
840C: rating=2500, count=12
1034D: rating=3500, count=12
1368H2: rating=3500, count=12
1012D: rating=2800, count=12
364E: rating=3000, count=12
1734F: rating=2500, count=12
321D: rating=2900, count=12
1415F: rating=2900, count=12
1770G: rating=3400, count=11
1726G: rating=3300, count=11
1622F: rating=2900, count=11
1361F: rating=3300, count=11
1338E: rating=3500, count=11
986C: rating=2500, count=11
981H: rating=3100, count=11
343E: rating=2900, count=11
799F: rating=3500, count=11
193E: rating=2900, count=11
140E: rating=2600, count=11
1423M: rating=2800, count=11
1608G: rating=3500, count=11
1864G: rating=3100, count=11
1578F: rating=2900, count=11
1830F: rating=3200, count=11
1423G: rating=3500, count=11
1835F: rating=3500, count=11
1826F: rating=2800, count=11
1821F: rating=2600, count=11
696D: rating=2500, count=11
1806F1: rating=2900, count=11
913G: rating=3200, count=11
1776I: rating=2500, count=11
1776C: rating=2500, count=11
1773H: rating=2600, count=11
1773D: rating=2600, count=11
1787H: rating=3300, count=11
1792F1: rating=2700, count=11
1768F: rating=2900, count=11
1155F: rating=2800, count=11
1766F: rating=2800, count=11
1749E: rating=2400, count=11
1730F: rating=2700, count=11
1728G: rating=2700, count=11
1720E: rating=2700, count=11
1695E: rating=2700, count=11
1680F: rating=2600, count=11
1659F: rating=3000, count=11
1647E: rating=2500, count=11
1633F: rating=2800, count=11
1592E: rating=2400, count=11
1513F: rating=2500, count=11
1403A: rating=2400, count=11
1494E: rating=2400, count=11
1467E: rating=2500, count=11
1469E: rating=2400, count=11
1450H2: rating=3300, count=11
1386C: rating=2800, count=11
1359F: rating=2900, count=11
1392I: rating=3300, count=11
1398G: rating=2600, count=11
1398F: rating=2500, count=11
938F: rating=2700, count=11
1374F: rating=2400, count=11
1367F2: rating=2400, count=11
1366F: rating=2700, count=11
1327G: rating=2800, count=11
631E: rating=2600, count=11
915F: rating=2400, count=11
1009G: rating=2400, count=11
1117G: rating=2500, count=11
1251E2: rating=2400, count=11
653E: rating=2400, count=11
1221E: rating=2500, count=11
1221F: rating=2400, count=11
1185G2: rating=2600, count=11
1120B: rating=2700, count=11
1093E: rating=2400, count=11
763D: rating=2900, count=11
704C: rating=2900, count=11
506C: rating=2900, count=11
1242D: rating=3400, count=11
1240D: rating=2600, count=11
1142D: rating=2800, count=11
176E: rating=3100, count=11
1019E: rating=3200, count=11
1067D: rating=3100, count=11
1479E: rating=3500, count=11
1010F: rating=3400, count=11
1034C: rating=2700, count=11
917C: rating=2900, count=11
722E: rating=2900, count=11
873F: rating=2400, count=11
285E: rating=2600, count=11
543C: rating=2500, count=11
1679F: rating=2600, count=11
1446F: rating=3200, count=11
533D: rating=3000, count=11
1223F: rating=2600, count=11
346E: rating=3000, count=11
600F: rating=2800, count=11
468C: rating=2500, count=11
1073G: rating=2600, count=11
1280E: rating=2900, count=11
671C: rating=2800, count=11
341E: rating=3000, count=11
768G: rating=3300, count=11
601E: rating=2800, count=11
283E: rating=2800, count=11
232E: rating=3000, count=11
891D: rating=3100, count=11
1685E: rating=3500, count=11
1793F: rating=2600, count=11
840E: rating=3200, count=11
1852D: rating=2800, count=10
